original_id,original
252,"Ob sy nitt hievor alhir in banden gestan den sye, hatt zum bscheidt gäben ja, zwey mal."
253,"Sy habe aber nüt ungebürlichs begangen, ein schul ler von Blumenstein habe ihren den zedel, so by ihren gefunden worden ist, zu handen gestellt."
254,"Mitt disem schuller sye sy in Hansen von Landten hauß zu hauß gsyn, sy wüsse des zedels ynhaltt nitt."
255,"Sy bekennt , zum Hansen Wagner gesagt zu haben, da er sy unndt ihren man geschlagen hatt: Du würst mich nitt vergäbenlich geschlagen haben, ich wills mynen herrn klagen."
256,"Unndt da er sy ein hex gescholtten, habe sy zu ihm gesagt, wan er rede, daß sy ein hex sye, so rede er wie ein fauller ban kert ."
257,"Sy beherttet, gedachts Wagners ku nitt ge sehen noch angerürt zu haben."
258,"Anni Röschberger und Berttilis frow syend mitt ein andern gsyn unndt habe deß Wagners frow geredt, ihr man habe ein wyssen bry geßen."
259,"Sy ist in abred , hievor gesagt zu haben, wan Jogli ihren nitt gnädig gsyn wäre , so hette sy bekennen müssen."
260,"Sy lougnet ouch, Barbli Bodmer bekennt zu haben."
261,"Rosey Rose , relicte de Jehan Bise d’ Oignon L’identification du lieu est incertaine."
262,Il pourrait s’agir d’ Onnion .
263,", du bas de L’Ocle La formulation de ce passage est curieuse."
264,"Peut-être faut-il comprendre que son défunt mari est originaire de Savoie , alors qu’elle-même serait d’origine neuchâteloise."
265,Cet imbroglio se répète lorsqu’elle est à nouveau inquiétée pour sorcellerie en 1649.
266,Voir SSRQ FR I/2/8 141.3-1 .
267,", enquise pourquoy elle tenoit prison, a dict ne le sçavoir ; qu’elle a ehu cinq enfantz de sondit marry ; que deux, assavoir un filz et une fille, sont en vie ; que sondit marry est mort il y a troys ans sur Bourguillon ."
268,"Interrogee pour quoy elle crioit de nuict, a respondu a cause de la douleur du ventre."
269,"Elle dict que sa de meurance est a Verndringen , qu’elle a cy devant demeuré a Hermißberg ."
270,"Nie d’avoir cogneu le serviteur de Theodule nommé Jacques , puis confesse l’avoir cogneu ; qu’elle a prié Dieu qu’il guerrist ledit Jaques et elle aussy ; qu’elle a cogneue la Guillette , qu’elle ne sçait comme elle est morte ou si elle est en vie ; qu’a Tavel elle a esté aux nopces de Heinren wyl , mais qu’allors elle avoit son heberge chez la Byrboumina ; que la servante de l’ho stesse s’appelloit Tichtli , qu’elle ne luy a osté le mal puis qu’elle ne le luy a baillé ; que le vachier dict que ladite Tichtli estoit tombee par les degrez de la cave ; que ladite Tichtli se plai gnoit qu’elle avoit mal au bras."
271,Elle advoue d’avoir demandé de la chair a ladite Tichtli pour l’amour de Dieu.
272,Le passage qui suit concerne le procès mené contre Françoise Verdon-Berset .
273,Voir SSRQ FR I/2/8 101.9-1 .
274,Gfangne Anni Summerouw et Rose relicte de Jehan Bise d’ Oignon L’identification du lieu est incertaine.
275,", du bas L’Ocle La formulation de ce passage est curieuse."
276,", mitt disem biß uff fernere information soll man ynhalten."
277,"Gfangne Anni Summerouw unnd Rosa Bise sollend uber die examina erfragt, unnd wo sie nit bekhennen wollend, die erste mit dem keyserlichen rechten , die andere mit dem lähren seil torturiert werden."
278,"Im bösen thurn Ultimo augusti 1637 , judex h großweibel Gemeint ist Beat Jakob von Montenach ."
279,"H Brodardt , h Landter Techterman Gartner , Brünißholz Weibel Anni Sommerow uff die ihro proponierten artikel hat gesagt, ein fahrender schuller wer habe ihren den zedel gäben, mit vermeldung, eß sye samt Hansen segen; der würt zu Uberstorff solle hierumb erfragt werden, der deßen ein bericht habe."
280,"Belangend Hansen Wagners bry , syn frow unndt tochter habend sich verlautten laßen, er habe wyssen bry gessen."
281,"Waß den Stobler anbelange, er sye syner ehren nit fromb."
282,"Sy bekennt , nachts uß dem hauß gan gen zu syn, da sy der man übel schlug unndt sye vor dem hauß geseßen."
283,"Sy verjähet ouch, mitt den leütten balget unndt gezanckt zu haben, eß habe sy aber gerauwen."
284,"Die zolnerin an der Sensen habe sy ein hex gescholtten, gedachte zolnerin sye ein fyne frow."
285,"Die gefangne wäre wol mit ihren eins gsyn, wan man sy by ihren nit verklekstrinet hette."
286,"Sy habe dem Wagner gesagt: Du würst mich nit vergäbens gschlagen haben, ich wills der gnädigen oberkeit klagen."
287,"Belangend den Jacques Vizo , er sye ihr lieber gvatter gsyndt, vor ihrer khindtbette habe er schon vil kranckeitten gehabt."
288,Rose susdite nie entierement d’a voir touché la servante de l’hoste de Tavel .
289,"Elle advoue d’avoir guer ry le serviteur de Theodule , en disant Que le bon Dieu & la Vierge Marie le guerissent !"
290,Paul Aebischer mentionne cette prière.
291,"Aebischer 1932 , p. 43 ."
292,"; qu’elle crie de nuict en songeant, ainsy que sa fille luy a dict, & cria a Mentzißhauß pource qu’elle avoit veu un esprit tout blanc, qu’a yant faict la croix il disparust."
293,"Gfangne Anni Rose Bise mit dem lähren seil uffzogen , der hexery verdacht, hat nichts bekhennen wöllen."
294,"Soll mit dem kleinen stein uffzogen , im fahl sie nit wyters jächen will, soll in ewigkheit ver wisen werden."
295,"Anni Summerouw , ouch mit dem lähren seil uffzogen , will nüt bekhennen ."
296,Man soll mit dem keyserlichen rechten fürfahren .
297,"Im bösen thurn 1 septembris 1637 , judex h großweibel Gemeint ist Beat Jakob von Montenach ."
298,"Techterman Garttner , Brünißholz Weibel Rose prenommee estant torturee avec le demy quintal , soustient estre innocente, qu’elle ne sçauroit dire au tre chose encor qu’on la demembreroit."
299,"Elle confesse d’avoir touché Jacques le serviteur de Theodule , mais non pas a mauvais dessein."
300,"Elle advoue aussy d’a voir touché Tichtli avec la main, luy di sant : Le bon Dieu le vous rende & vous doint bonne fortune, que vous m’avez baillé ceste chair."
301,"Que si l’enfant de Wyller & celuy de Titzenberg ont re ceu quelque mal d’elle, elle ne sçait comment."
302,"Anni Sommerow bekennt , Jacques Vizo seelig habe zwar by ihren gessen, aber darvon kein wehtumb überkommen."
303,"Sy habe denjenigen, so sy gescholtten, böß gewüntscht."
304,Sy habe sich mitt der unzucht vergeßen mitt Casparn unndt Hansen Schnewli zugehaltten .
305,Zwüschen ihnen aber sye kein bluttsverwandtschafft .
306,Mit dem weybel von Müllibach ein khindt erzeugt .
307,Sy habe den Wagner seeligen einn banckert gescholtten.
308,"Gedachtes Wagners frow habe sich verlautten laßen, er habe einn wyßen bry gessen."
309,Sy lougnet aller andere artikel des examens .
310,Ist mit dem halben zehndner uffzogen worden.
311,"Im bösen thurn 2 septembris 1637 , judex h großweibel Gemeint ist Beat Jakob von Montenach ."
312,"H Brodard , h burgermeister Gemeint ist Tobias Gottrau ."
313,"Wildt , Heylman Gartner , Brünißholz Weibel 12  ."
314,"Anni Sommerow bekennt , den Vizona zwen batzen endtzuckt zu haben."
315,"Sy habe geredt, der Wagner habe ein wyssen bry gessen, darab er erstickt sye."
316,"Sy be kennt ouch, zum Jacquat gesagt zu haben, da der Wagner gstorben war: Eß ist dir leidt, mir aber ein frowd ."
317,"Uff die proposition, warumb man so vil leidts von ihren rede, hat geandtworttet, wan ein menschen im unfal sye, so wolle jederman uff ihn schryen ."
318,Ihr böß maul hab sy in ungunst gebracht.
319,Ist mit dem zehndner uffzogen worden.
320,"Proces Ruw Magdelaine Arselié , fillie de Jehan Arselié , boucher d’ Avanche , se disant femme de Jehan Pasquier de Treyvaux , hat sich für hr Kemmer lings tochter ußgeben unnd sye uß dem closter uff Bysenberg getretten, das man sie zu vest discipliniert habe."
321,"Hat von den klosterfrouwen vil böses nachgredt, etlich kleine diebstälen begangen, ist mit dem zendtner uffzogen ."
322,"Nebend reparation der klosterfrouwen ehren, ist durch das gricht d v erfelt worden, das iren ein zeichen sölle anbrent unnd uß dem landt verwisen werden."
323,Biß morgens yngstelt.
324,"Proces Ruw Gestriges tags uffgeschlagne urthell resumiert, die man wegen kleiner antzal nitt beschlossen."
325,Soll sicherlich har beleitet und wyter examiniert werden.
326,"Besonders der schnattern wegen, do man besorget, man habe sie etwan ußgeschwungen ; und dem landtvogt , das sie nach der richtschnur urtheillend."
327,"Keller 23 octobris 1637 , judex Fleischman Gemeint ist ein Stadtweibel."
328,"H Reyff Techterman , Schrötter Monnat , Brünißholz Weibel Madelaine de Seyley , natifve de Grandcourt , marriee a Jean du Pas quier de Treivaux il y a 4 ans , dict que son beau pere & son marry sont cau se de sa desbauche, ne luy ayantz faict aucune assistance & secours, qu’el le a ehuz plusieurs maux et encom briers , ayant aussy esté possedee , n’en estant encores tout a faict net toyee, ains appercevant a l’environ des bonnes festes, quelque ressenti ment, qu’elle estoit encores a Nostre Dame de Septembre auprez de son marry, que depuis elle fust avec une champe en Vullie , ou ce qu’el les se nourrissoient de cousture."
329,"Con fesse qu’elles ont dict qu’elles estoient sorties du cloistre de sur Montorge , par devant lequel toutteffois elle n’a esté qu’une fois, toutteffois jamais dedans, mais plusieurs fois a La Maigroge , que proferant lesdictes parolles, elle n’avoit l’esprit a delivre , ains troublé, ne sça chant ce qu’elle disoit, jusques a ce qu’on luy ouvrist une veine sur un doigt."
330,Elle nie entierement d’avoir dict que la mere sur Montorge etoit enceincte du pere confesseur .
331,"Elle confesse d’avoir dict qu’on luy bailloit tous les vendredys la discipline sur Montorge & qu’elle estoit fille de monsieur Kämmerling , ayant aussy l’esprit es blouy, qu’il luy semble que c’est un songe."
332,Que sa compagne avoit dict qu’une relligieuse morte sur Montor ge auroit esté tiree par les degrez & qu’on y tenoist au Caresme les relligieu ses 8 jours en prison.
333,"Qu’elles, assavoir les compagnes , ont dict qu’il y avoit ehu cy devant 7 relligieuses a Solleure encein tes, ce qu’occasionna leurs supe rieurs de les enfermer, que le bruict en avoit esté comme cela."
334,"Elle prie messieurs les Kämmerlings de pardon, soustenant n’avoir esté induicte par personne d’usurper leur nom."
335,"Qu’elle s’estoit transpor tee premierement a Vivey , ou ce qu’elle logea chez une pauvre femme & d’illec alla a Corgy L’identification du lieu est incertaine."
336,Il pourrait s’agir de Corsier .
337,"chez le chastelain, la femme du quel la veint querir pour coudre."
338,Qu’audict logis y avoit une nonnain de Saincte Clare Cette nonne était probablement rattachée au couvent des clarisses de Vevey .
339,"qu’avoit jetté le froc aux orties, laquelle racomptoit plusieurs affaires, qui se passoient au cloistre au dela du lac, & la pri sonniere ses inventions du cloistre d’icy."
340,Dict n’avoir cy devant onques tenu prison.
341,"Gfangne Madelaine Sellier , so von Ruw har gführt, ist durch meister Jocqli der malzeichen wegen g visitiert worden."
342,"Derselbig find, das wegen uberstandner tortur sie des blut per inferiora verliert unnd gar schwach ist."
343,"Soll underdes im spittal angfäßlet, iren guts gelfen unnd durch die geistlichen visitiert werden."
344,"Gfangne Magdelaine Sellier uff sambstag soll vor St Niclauß den klosterfrouwen so woll uff Bysenberg alls von Solothurn unnd den hern Kammerling wie brüchlich ein widerruff thun, dry stund am pranger glegt unnd in ir parrochian confiniert werden."
345,"Uß bedenkhen, sie mit dem bösen geist soll bsessen gsyn syn."
346,"Im Keller 7 junii 1638 , judex h großweibel Gemeint ist Beat Jakob von Montenach ."
347,"H Brodardt Techterman Garttner Weibel Sara , Franzen Bechlers von Rechthaltten verlaßne, ihres vermeldens von Grandson , Nicolas Brovetz , einnes franzosen , so sich daselbst , tochter."
348,"Erforschet, warumb sy in banden stande."
349,"Hatt zum bscheidt gäben, man habe sy verkleinen unndt mitt unschuldt verschwerzt ."
350,"Elsi Schuldtheyß habe von ihren ußgelassen , die gefangne habe ihren die bösen geister in einnem essen fisilen yngäben, da ran ihren Elsi ungüttlich thüe."
351,"Gedachts Elsi selbß habe ihren schon lang angemeldet, sy habe die bösen geister in küchlinen gessen."
352,"Allß sy, gefangne, nun allso verächtet ward, habe sy sich zu den capuzinern verfügt, daselbst gebychtet ."
353,"Der ehrwürdig pater aber, allß er ihr anligen vernommen, ein abscheuwen darauß gefaßt unndt ein fazenetlin vor der nasen gethan unndt sich umbgewendt, ihren ouch die absolution mitt geding unndt vorbehalt gegäben, wellicheß sy in ein widerwerttigkeit gebracht unndt verursachet hatt, anderßwo ihr zuflucht zu suchen."
354,"Allso sye sy zu einnem bescheidenlichen jesuitern gezogen, wellichem sy ein stundt lang ihr noth geklagt absolution erlangt hatt ."
355,"Sy vermeldet , sy sye kein hex ."
356,"Wan sy ein solliche wäre, so hette sy ihr herberg by Bendichten deß gräbers haußfrouwen, so da bseßen ist, mitt wellicher sy ouch gelegen, nitt gehalt, dan sy beyde in einnem bett gelegen syendt."
357,"Sonst habe sy, gefangne, ihren zuzug by Elsi zu Sant Wolffgang im holzli."
358,Gedachts Elsi Schuldtheyssin sye mitt ihren gen Einsidlen zogen.
359,"Sy, gefangne, allß sy durch Tietrichen Bechlers schwester gewarnet ward, umbschweiffende leüt trouwend ihren uff lyb unndt läben, habe ein tolchlin koufft, sich der gfar zu erwerren, wellicheß tölchli uff ihrer herzen lige."
360,"Allß Jaques Gindro sy ein hex gescholtten, habe sy ihn ouch recriminiert unndt einn hechsenmeister gescholtten, im val er sy allso benambsen woltte, daruff er uff sy tringen , ein pfal erwütschen unndt sy treffen wöllen unndt zu ."
361,Pittet umb gnad.
362,"Gfangne Sara , Franzen Bechlers von Rechthalten verlaßne, nach irem vermelden von Grandson , Nicolas Brovets , eines franzesen , so sich daselbst nidergelassen, tochter, ein landtstärzerin unnd hexswyb , soll mit dem eydt verwisen werden, den khosten der gfangenschafft abtragen."
363,SSRQ FR I/2/8 105.1-1 SSRQ FR I/2/8 105.2-1 SSRQ FR I/2/8 105.3-1 SSRQ FR I/2/8 105.4-1 SSRQ FR I/2/8 105.5-1 SSRQ FR I/2/8 105.6-1 SSRQ FR I/2/8 105.7-1
364,"Keller 10 julii 1638 , judex h großweibel Gemeint ist Beat Jakob von Montenach ."
365,"H Fryo Heylman Gartner , Brünißholz Weibel Leisa Guillet , de Romont , enquise pourquoy elle tenoit prison, a respondu pour avoir prins de la toille a Jean Gilliard , assavoir dix aulnes de lin, 8 aulnes de ritta , deux aulnes de serviettes, entre jour et nuict, par deux fois a l’environ de la foirre du mois de may : la premiere fois devant, la seconde apréz ladite foirre, auquel tempz elle print aussy 7 aulnes de ritta ; qu’elle vendist ladite toille a Moudon , l’aulne de la ritta pour 4 bz , l’aulne de lin pour 4 bz ½ , les serviettes pour un quart d’escus ."
366,"Interrogee si elle n’avoit cy devant tenu prison, a dict qu’ouy, pour avoir lasché un prisonnier audit chasteau de Romont que ledit prisonnier luy promist 20  , qu’elle ne receust."
367,"Estant ledit Gilliard confronté a la prisonniere, luy feit lecture d’un bordereau du linge qu’elle luy avoit emblé : premie rement 14 aulnes de lin, 8 aulnes de ritta , un morceau de ritta de 7 aulnes, plus de 5 aulnes."
368,"Item de 4 aulnes, deux aulnes ½ de serviettes, troys aulnes de ritta , davantage 3 aulnes de ritta , lequel larrecin elle advoue, disant qu’elle a taillé les marques de la toille."
369,"Gfangne Leysa Gilliet de Romond umb diebstäl khandtlich , schon hievor auch umb diebstäl gfangen gwesen, vermutlich am pranger gsyn, soll lähr uffzogen unnd zu Remond information irer fäleren uffgnommen werden."
370,"Im bösen thurn 12 julii 1638 , judex Fleischman Gemeint ist ein Stadtweibel."
371,"H Fryo , h burgermeister Gemeint ist Tobias Gottrau ."
372,"Monnat , Brünißholz Weibel Leisa susdite enquise a quelz maistres elle avoit servy en ceste ville, a dict a monsieur le cappitaine de Praroman , a monsieur Schrötter , a feu monsieur Frantz von der Weydt , et a feu monsieur Zilliet ."
